"x","y","longitude","latitude","Vs30","lnMeasUncer","QualityFlag","StationID","Source","Vs30_AhdiAK_noQ3_hyb09c","stDv_AhdiAK_noQ3_hyb09c","Vs30_YongCA_noQ3","stDv_YongCA_noQ3"
1575589.10198148,5197982.21318484,172.6986932261,-43.3706276949911,194.310442,0.2,NA,NA,"McGannCPT",197,0.202629769603115,198.64481157494,0.205256370217328
1570247.75778998,5197389.73150739,172.632733363876,-43.3757698970922,259.799453,0.2,NA,NA,"McGannCPT",197,0.202629769603115,202.125866002814,0.206820130727133
1571033.43151008,5196820.68703136,172.642401552722,-43.3809244869085,205.71499,0.2,NA,NA,"McGannCPT",197,0.202629769603115,198.64481157494,0.205256370217328
1571930.08122624,5196931.31548177,172.653476355263,-43.3799624275455,208.890495,0.2,NA,NA,"McGannCPT",197,0.202629769603115,198.64481157494,0.205256370217328
1572870.74287676,5197085.27626885,172.665096272063,-43.3786107076978,223.617434,0.2,NA,NA,"McGannCPT",197,0.202629769603115,198.64481157494,0.205256370217328
1573520.84391611,5196875.19583301,172.673111310657,-43.3805255630893,237.648888,0.2,NA,NA,"McGannCPT",197,0.202629769603115,202.125866002814,0.206820130727133
1575940.88277689,5197322.21670222,172.703006243366,-43.3765819102803,171.976684,0.2,NA,NA,"McGannCPT",195.423633967883,0.217057738584898,198.64481157494,0.205256370217328
1570087.11938257,5196622.62038366,172.63070853811,-43.3826708140705,210.738527,0.2,NA,NA,"McGannCPT",197,0.202629769603115,202.125866002814,0.206820130727133
1571259.39695427,5196097.19172288,172.645153095637,-43.3874477516861,206.805594,0.2,NA,NA,"McGannCPT",197,0.202629769603115,198.64481157494,0.205256370217328
1572222.27015983,5196401.86717111,172.657056498047,-43.3847406243379,198.334282,0.2,NA,NA,"McGannCPT",194.191200198804,0.217057738584898,202.125866002814,0.206820130727133
1573081.9017356,5196277.26516725,172.667663191298,-43.3858939137555,210.648957,0.2,NA,NA,"McGannCPT",240,0.243194395377149,198.64481157494,0.205256370217328
1573543.20486313,5196254.05406188,172.673357328034,-43.3861193224783,206.35317,0.2,NA,NA,"McGannCPT",197,0.202629769603115,202.125866002814,0.206820130727133
1575951.95485115,5196253.88098658,172.703095980365,-43.3862019519432,190.765727,0.2,NA,NA,"McGannCPT",194.621764420577,0.217057738584898,198.64481157494,0.205256370217328
1571041.68150431,5195444.43901672,172.642430563862,-43.393316959947,181.465518,0.2,NA,NA,"McGannCPT",197,0.202629769603115,198.64481157494,0.205256370217328
1572381.76093164,5195364.87342946,172.658973187638,-43.3940839307995,203.120972,0.2,NA,NA,"McGannCPT",190.779959357337,0.217057738584898,198.64481157494,0.205256370217328
1572561.40215264,5195381.2475995,172.661192159746,-43.3939430856036,201.254293,0.2,NA,NA,"McGannCPT",197,0.202629769603115,202.125866002814,0.206820130727133
1575163.91984419,5194759.63173464,172.693298967289,-43.3996310095057,187.722459,0.2,NA,NA,"McGannCPT",197,0.202629769603115,202.125866002814,0.206820130727133
1575799.442649,5195018.06162138,172.701158375719,-43.3973247970134,191.104375,0.2,NA,NA,"McGannCPT",184.133721649386,0.217057738584898,202.125866002814,0.206820130727133
1571186.49131651,5194361.28181546,172.644161532587,-43.4030755953543,175.901216,0.2,NA,NA,"McGannCPT",197,0.202629769603115,202.125866002814,0.206820130727133
1571678.63359141,5194347.36973022,172.650238513894,-43.4032196131513,208.128079,0.2,NA,NA,"McGannCPT",200.739222504744,0.217057738584898,198.64481157494,0.205256370217328
1573109.57547504,5194206.51028901,172.667903045056,-43.4045406347143,202.416802,0.2,NA,NA,"McGannCPT",200.209635781618,0.217057738584898,NA,NA
1575212.64236373,5193958.13336365,172.693864295678,-43.4068495731276,202.048212,0.2,NA,NA,"McGannCPT",194.01652776177,0.217057738584898,202.125866002814,0.206820130727133
1575798.62332162,5194406.83969366,172.701121206444,-43.402828418063,191.348013,0.2,NA,NA,"McGannCPT",191.563554572886,0.217057738584898,NA,NA
1568030.75652849,5193091.65690898,172.605115728141,-43.4143796896637,207.065436,0.2,NA,NA,"McGannCPT",213.037692492229,0.202629769603115,202.125866002814,0.206820130727133
1571416.6494541,5193409.72654417,172.646954106974,-43.4116524700903,173.327732,0.2,NA,NA,"McGannCPT",197,0.202629769603115,198.64481157494,0.205256370217328
1571498.84776884,5193444.62377579,172.647971176663,-43.4113413757111,169.850802,0.2,NA,NA,"McGannCPT",197,0.202629769603115,198.64481157494,0.205256370217328
1575125.42853936,5193272.3201152,172.692755965153,-43.4130219620218,206.287062,0.2,NA,NA,"McGannCPT",194.997931700371,0.217057738584898,198.64481157494,0.205256370217328
1571999.29685913,5192070.28509174,172.654081867903,-43.423735147587,201.302766,0.2,NA,NA,"McGannCPT",187.548334823652,0.217057738584898,202.125866002814,0.206820130727133
1574928.712824,5191862.22914369,172.690261503986,-43.4257122852008,202.56708,0.2,NA,NA,"McGannCPT",188.422444270287,0.217057738584898,202.125866002814,0.206820130727133
1571384.65639894,5190842.84081154,172.646424466899,-43.4347641310371,175.741364,0.2,NA,NA,"McGannCPT",197,0.202629769603115,202.125866002814,0.206820130727133
1571699.02036812,5191280.78590873,172.650331428711,-43.4308327126204,202.183065,0.2,NA,NA,"McGannCPT",190.926184641885,0.217057738584898,198.64481157494,0.205256370217328
1573928.44235345,5190751.75408791,172.677851009657,-43.4356771616418,196.899864,0.2,NA,NA,"McGannCPT",197.735227846034,0.217057738584898,202.125866002814,0.206820130727133
1575132.28721628,5191307.80742429,172.692751239729,-43.4307112402453,192.282308,0.2,NA,NA,"McGannCPT",197,0.202629769603115,202.125866002814,0.206820130727133
1575837.93041435,5191315.55953153,172.70146991829,-43.4306645298696,194.126049,0.2,NA,NA,"McGannCPT",194.552199010692,0.217057738584898,202.125866002814,0.206820130727133
